Category,Message
ham,Classification : No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,Classification : Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,Classification : Ü go home liao? Ask dad to pick me up at 6...
ham,Classification : Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,"Classification : I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
ham,Classification : Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,Classification : Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,"Classification : Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,Classification : I'm already back home so no probably not
spam,Classification : Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
spam,"Classification : Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,Classification : I am in bus on the way to calicut
ham,Classification : Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,Classification : hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
spam,"Classification : Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,Classification : I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,Classification : U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
ham,Classification : Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham,"Classification : Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,Classification : I'm vivek:)i got call from your number.
ham,Classification : Why didn't u call on your lunch?
ham,"Classification : What i mean was i left too early to check, cos i'm working a 9-6."
ham,Classification : I want  &lt;#&gt;  rs da:)do you have it?
ham,"Classification : A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Classification : Yup ok...
ham,Classification : I want to see your pretty pussy...
spam,Classification : Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,"Classification : A few people are at the game, I'm at the mall with iouri and kaila"
spam,Classification : URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
spam,Classification : You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham,Classification : Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham,Classification : I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,Classification : We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,Classification : Hey come online! Use msn... We are all there
ham,Classification : I'm fine. Hope you are good. Do take care.
ham,Classification : Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,Classification : Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,Classification : Yar... I tot u knew dis would happen long ago already.
ham,Classification : You are gorgeous! keep those pix cumming :) thank you!
ham,"Classification : A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
ham,Classification : JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
ham,Classification : Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,Classification : So what u doing today?
ham,Classification : I said its okay. Sorry
ham,Classification : Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,Classification : Networking job is there.
spam,Classification : goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,Classification : Dont let studying stress you out. L8r.
ham,Classification : That's y u haf 2 keep me busy...
ham,Classification : No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,Classification : Which channel:-):-):):-).
ham,Classification : So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
spam,Classification : Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,"Classification : We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
ham,Classification : I'm hungry buy smth home...
ham,"Classification : HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
ham,Classification : My drive can only be read. I need to write
ham,"Classification : Just looked it up and addie goes back Monday, sucks to be her"
ham,Classification : Happy new year. Hope you are having a good semester
ham,Classification : Esplanade lor. Where else...
ham,Classification : Can you talk with me..
ham,"Classification : Hmph. Go head, big baller."
ham,Classification : Well its not like you actually called someone a punto. That woulda been worse.
ham,"Classification : Nope. Since ayo travelled, he has forgotten his guy"
ham,Classification : You still around? Looking to pick up later
spam,Classification : CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16
ham,Classification : There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,Classification : Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
ham,Classification : ILL B DOWN SOON
ham,Classification : Oh k. . I will come tomorrow
ham,Classification : Go fool dont cheat others ok
ham,"Classification : My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,"Classification : By the way, 'rencontre' is to meet again. Mountains dont...."
spam,Classification : You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,Classification : U attend ur driving lesson how many times a wk n which day?
ham,"Classification : Uncle G, just checking up on you. Do have a rewarding month"
ham,Classification : Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
ham,Classification : I think the other two still need to get cash but we can def be ready by 9
ham,Classification : Hey gals...U all wanna meet 4 dinner at nìte?
spam,Classification : Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,Classification : Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
ham,Classification : Great! How is the office today?
ham,"Classification : It's cool, we can last a little while. Getting more any time soon?"
ham,Classification : :-( sad puppy noise
ham,Classification : Yes its possible but dint try. Pls dont tell to any one k
ham,Classification : Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,Classification : Where you. What happen
ham,Classification : I was gonna ask you lol but i think its at 7
spam,Classification : Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
spam,Classification : PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,Classification : Go chase after her and run her over while she's crossing the street
spam,Classification : I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
